7.43,11568
8.94,22832
3.89,34028
8.56,45284
8.09,56508
7.20,67780
8.80,78992
7.19,90228
8.99,101480
7.09,112720
8.74,123948
7.46,135184
7.90,146416
8.60,157668
6.35,168920
8.98,180156
7.37,191388
8.91,202640
6.32,213880
8.35,225116
8.33,236364
6.38,247584
8.92,258824
7.33,270056
8.98,281312
6.10,292548
8.64,303772
7.96,315004
7.60,326256
8.75,337480
7.06,348716
8.99,359976
7.18,371200
8.80,382444
7.17,393680
8.11,404920
8.53,416152
6.00,427400
8.94,438640
7.47,449860
8.91,461124
3.71,472368
8.44,483584
8.20,494828
6.56,506060
8.84,517320
7.36,528544
8.96,539788
7.00,551020
8.67,562268
7.73,573500
7.80,584720
8.71,595960
6.57,607196
9.00,618464
7.33,629672
8.86,640904
6.75,652148
8.24,663396
8.45,674624
5.24,685864
8.94,697104
7.34,708344
8.96,719580
5.92,730812
8.55,742052
8.05,753272
7.26,764528
8.80,775764
7.16,787008
9.02,798240
6.91,809484
8.75,820708
7.49,831932
8.00,843188
8.64,854412
6.27,865672
8.98,876900
7.38,888140
8.89,899368
5.72,910620
8.37,921852
8.35,933116
6.37,944328
8.90,955552
7.26,966796
8.98,978052
6.62,989264
8.61,1000500
7.87,1011740
7.45,1022988
8.74,1034208
6.99,1045456
9.00,1056688
7.15,1067944
8.84,1079156
7.27,1090396
8.17,1101640
8.53,1112876
5.50,1124140
8.95,1135360
7.30,1146592
8.96,1157836
4.88,1169096
8.46,1180320
8.18,1191552
6.84,1202812
8.87,1214048
7.19,1225276
9.00,1236512
6.71,1247748
8.71,1258976
7.69,1270224
7.71,1281476
8.67,1292696
6.89,1303944
8.98,1315176
7.31,1326420
8.84,1337640
6.55,1348908
8.23,1360144
8.45,1371360
5.13,1382604
8.93,1393864
7.44,1405076
8.96,1416316
5.33,1427556
8.55,1438812
8.06,1450020
7.28,1461264
8.82,1472520
7.12,1483772
8.98,1494996
7.01,1506228
8.77,1517476
7.48,1528696
7.94,1539932
8.62,1551184
6.31,1562440
8.98,1573664
7.24,1584888
8.91,1596152
6.16,1607388
8.33,1618656
8.32,1629868
5.95,1641104
8.88,1652340
7.39,1663584
8.98,1674824
6.09,1686036
8.59,1697280
7.88,1708552
7.50,1719772
8.77,1731004
7.10,1742244
8.99,1753520
7.12,1764728
8.81,1775960
7.16,1787212
8.06,1798456
8.57,1809684
