8.17,13044
7.78,25712
7.68,38408
8.02,51068
8.34,63784
6.02,76460
7.36,89136
8.41,101832
7.81,114528
6.34,127200
8.21,139880
8.12,152564
8.00,165236
7.43,177928
8.01,190612
8.38,203312
6.67,215980
7.09,228680
8.32,241352
7.98,254040
6.98,266732
8.07,279404
8.19,292080
8.01,304752
6.73,317448
7.98,330120
8.32,342840
7.20,355496
5.97,368196
8.37,380892
8.01,393540
7.29,406232
7.93,418924
8.11,431620
8.20,444288
5.82,456992
7.74,469668
8.40,482348
7.49,495032
4.92,507724
8.24,520420
8.17,533076
7.63,545792
7.77,558460
8.01,571116
8.24,583816
6.13,596516
7.50,609184
8.45,621868
7.67,634580
6.32,647264
8.20,659932
8.17,672608
7.89,685284
7.48,697968
8.04,710648
8.32,723356
6.18,736036
7.26,748716
8.42,761404
7.81,774096
6.88,786788
8.05,799436
8.20,812152
8.07,824828
7.16,837512
7.91,850192
8.30,862880
.5,875564
6.73,888244
8.47,900916
7.81,913608
7.46,926284
7.97,938964
8.08,951640
8.20,964356
6.57,977032
7.83,989724
8.34,1002424
7.49,1015080
5.52,1027784
8.31,1040468
8.13,1053136
7.46,1065816
7.65,1078528
8.11,1091188
8.24,1103892
5.91,1116556
7.71,1129256
8.39,1141928
7.64,1154632
5.46,1167312
8.26,1179980
8.10,1192660
7.85,1205348
7.65,1218044
7.99,1230732
8.32,1243412
6.41,1256100
7.43,1268804
8.44,1281476
7.79,129413
5.23,1306820
7.94,1319500
8.17,1332188
8.01,1344876
7.44,1357548
7.84,1370228
8.47,1382932
6.74,1395604
6.94,1408296
8.36,1420988
7.92,1433684
7.15,1446360
8.01,1459028
8.04,1471700
8.21,1484408
7.01,1497096
7.89,1509752
8.34,1522464
7.49,1535152
6.47,1547824
8.28,1560504
8.09,1573168
7.35,1585880
7.90,1598552
8.03,1611252
8.17,1623932
4.61,1636612
7.81,1649300
8.40,1661988
7.53,1674684
2.64,1687352
8.30,1700052
8.08,1712720
7.65,1725404
7.69,1738076
8.01,1750760
8.27,1763460
6.34,1776148
7.37,1788824
8.44,1801552
7.78,1814216
5.95,1826868
8.20,1839564
8.06,1852232
8.07,1864932
7.52,1877616
7.97,1890312
8.34,1902984
6.75,1915668
7.23,1928348
8.32,1941048
8.01,1953708
6.73,1966404
8.03,1979088
8.16,1991772
8.00,2004444
6.75,2017156
7.86,2029824
8.41,2042528
7.25,2055196
6.72,2067896
8.27,2080584
8.06,2093232
6.95,2105936
7.69,2118612
8.18,2131308
8.29,2143984
6.67,2156692
7.62,2169368
8.47,2182044
7.01,2194736
5.23,2207396
8.30,2220104
8.07,2232772
7.66,2245496
7.68,225814
8.09,2270812
8.29,2283528
5.08,2296172
7.48,2308880
8.42,2321568
7.78,2334276
5.48,2346924
8.34,2359616
7.96,2372280
7.92,2384976
7.45,2397672
8.01,2410336
8.41,2423064
5.42,2435716
7.02,2448396
8.37,2461100
7.94,2473752
6.62,2486464
8.06,2499128
8.11,2511852
8.02,2524480
7.09,2537180
7.95,2549852
8.32,2562568
7.11,2575240
6.63,2587916
8.38,2600640
7.98,2613276
7.06,2625972
7.94,2638648
8.14,2651344
8.16,2664028
6.81,2676720
7.70,2689424
8.41,2702108
7.29,2714752
6.29,2727472
8.29,2740140
8.04,2752828
7.50,2765508
7.76,2778216
8.08,2790860
8.29,2803556
6.06,2816224
7.58,2828932
8.43,2841616
7.60,2854312
5.42,2867004
8.27,2879672
8.13,2892340
7.85,2905016
7.62,2917712
8.09,2930380
8.27,2943092
6.44,2955792
7.41,2968448
8.45,2981132
.66,2993828
6.45,3006488
8.11,3019200
8.18,3031860
7.95,3044572
7.19,3057224
8.01,3069904
8.43,3082608
6.27,3095304
7.02,3107984
8.37,3120664
7.87,3133368
7.39,3146012
8.08,3158696
8.11,31719
8.03,3184072
5.91,3196776
7.79,3209440
8.46,3222156
7.34,3234816
7.01,3247484
8.30,3260196
8.03,3272848
7.24,3285560
7.81,3298236
8.04,3310924
8.22,3323612
6.12,3336296
7.67,3348980
8.45,3361656
7.53,3374348
5.25,3387016
8.24,3399748
8.11,3412392
7.61,3425092
7.64,3437768
