7.89,12632
8.40,24944
5.53,37228
6.82,49536
8.45,61820
7.89,74104
7.94,86412
7.73,98708
7.77,110980
8.50,123264
7.71,135592
5.23,147848
8.24,160184
8.01,172432
8.30,184736
4.48,197040
7.25,209304
8.42,221600
7.94,233924
7.81,246192
7.57,258488
7.87,270788
8.45,283064
7.54,295368
5.98,307640
8.15,319964
8.09,332212
8.26,344568
4.20,356824
7.04,369096
8.53,381412
7.83,393688
7.87,405988
7.71,418288
7.66,430576
8.51,442856
7.49,455156
6.11,467456
8.23,479744
7.98,492024
8.35,504324
5.94,516608
7.31,528904
8.49,541192
7.93,553480
7.87,565784
7.50,578064
7.98,590352
8.49,602656
7.33,614948
6.61,627240
8.29,639576
8.18,651812
8.17,664124
5.09,676428
7.40,688688
8.42,701004
7.88,713316
7.88,725568
7.70,737880
7.92,750188
8.46,762444
7.53,774756
5.87,787068
8.12,799328
8.15,811616
8.28,823952
5.26,836200
6.81,848508
8.51,860804
7.82,873068
7.90,885368
7.59,897704
7.91,909948
8.45,922240
7.53,934568
6.54,946824
8.24,959132
7.98,971412
8.43,983716
6.10,995984
6.97,1008312
8.52,1020584
8.02,1032856
7.78,1045176
7.68,1057456
7.76,1069756
8.54,1082060
7.49,1094316
6.30,1106652
8.11,1118940
8.20,1131208
8.32,1143524
0.00,1155732
7.01,1168088
8.47,1180368
8.04,1192676
7.77,1204964
7.50,1217264
7.88,1229564
8.48,1241832
7.46,1254128
6.68,1266444
8.22,1278724
8.16,1291012
8.34,1303336
6.41,1315596
6.14,1327908
8.42,1340204
8.09,1352456
7.80,1364768
7.50,1377088
7.97,1389332
8.49,1401624
7.38,1413936
6.86,1426220
8.23,1438520
8.06,1450812
8.29,1463096
4.28,1475404
6.97,1487696
8.48,1499964
7.92,1512264
7.89,1524572
7.56,1536856
7.89,1549144
8.51,1561460
7.33,1573716
6.55,1586024
8.14,1598320
8.09,1610580
8.27,1622896
6.03,1635168
7.07,1647464
8.54,1659756
7.82,1672088
7.85,1684344
7.64,1696656
7.71,1708972
8.54,1721224
7.54,1733528
6.69,1745824
8.13,1758120
8.15,1770392
8.26,1782716
3.78,1794984
6.61,1807264
8.58,1819588
7.88,1831864
7.71,1844156
7.43,1856460
7.77,1868732
8.50,1881016
7.30,1893332
6.32,1905612
8.09,1917880
8.12,1930216
8.27,1942488
4.86,1954768
7.18,1967092
8.47,1979376
7.93,1991648
7.86,2003948
7.31,2016236
7.87,2028512
8.52,2040824
7.51,2053112
6.63,2065396
8.19,2077728
8.02,2089976
8.35,2102288
2.77,2114548
7.19,2126880
8.47,2139152
7.92,2151464
8.04,2163724
7.69,2176032
7.83,2188324
8.49,2200616
7.56,2212924
6.51,2225220
8.21,2237520
8.02,2249780
8.36,2262080
3.66,2274392
7.07,2286648
8.44,2298976
8.01,2311224
7.85,2323524
7.58,2335868
7.73,2348136
8.48,2360404
7.54,2372732
6.63,2385004
8.18,2397284
7.92,2409600
8.41,2421880
5.86,2434152
6.31,2446488
8.39,2458740
8.07,2471028
7.92,2483348
7.59,2495648
7.80,2507908
8.56,2520236
7.31,2532496
7.10,2544788
8.13,2557100
8.11,2569392
8.33,2581680
5.46,2593992
6.97,2606272
8.45,2618552
7.97,2630848
7.86,2643144
7.48,2655404
7.81,2667732
8.56,2680020
7.37,2692292
6.72,2704608
8.19,2716884
7.98,2729152
8.39,2741488
5.97,2753756
7.23,2766056
8.25,2778360
8.11,2790648
8.03,2802920
7.67,2815236
7.67,2827540
8.51,2839816
7.59,2852116
6.67,2864384
8.19,2876660
8.11,2888984
8.29,2901276
6.49,2913532
7.18,2925852
8.49,2938132
7.84,2950404
8.12,2962716
7.75,2975040
7.70,2987308
8.40,2999612
7.71,3011908
6.44,3024160
8.10,3036484
8.11,3048776
8.35,3061052
5.29,3073352
7.19,3085644
8.41,3097924
8.01,3110216
7.84,3122540
7.13,3134800
7.92,3147088
8.54,3159404
7.40,3171696
6.66,3183980
8.02,3196284
8.19,3208560
8.31,3220884
5.02,3233168
6.84,3245444
8.44,3257748
8.00,3270036
8.02,3282288
7.54,3294620
7.70,3306928
8.51,3319188
7.54,3331492
7.01,3343808
8.14,3356068
8.05,3368348
8.38,3380664
4.94,3392956
6.17,3405240
8.56,3417552
7.84,3429820
7.94,3442104
7.32,3454408
7.77,3466692
8.54,3478984
7.66,3491292
6.88,3503572
8.22,3515868
7.96,3528148
8.48,3540444
5.66,3552736
7.10,3565036
8.41,3577328
8.18,3589608
7.96,3601920
7.55,3614224
7.77,3626500
8.49,3638800
7.56,3651084
6.90,3663380
8.19,3675660
8.03,3687932
8.36,3700260
6.24,3712532
7.03,3724816
8.45,3737124
7.91,3749428
8.07,3761696
7.54,3774008
7.82,3786292
8.46,3798580
7.65,3810892
6.89,3823184
8.15,3835436
8.08,3847732
8.37,3860028
5.20,3872304
6.00,3884620
8.43,3896924
8.13,3909192
7.87,3921504
7.33,3933804
7.70,3946072
8.47,3958368
7.67,3970684
7.22,3982964
8.10,3995248
8.07,4007528
8.33,4019848
6.44,4032120
6.14,4044428
8.46,4056720
7.98,4069000
8.09,4081284
7.37,4093588
7.90,4105872
8.48,4118180
7.54,4130444
7.14,4142760
8.06,4155056
7.95,4167340
8.48,4179624
6.22,4191940
6.78,4204212
8.41,4216512
8.03,4228792
8.11,4241096
7.64,4253388
7.52,4265680
8.53,4277948
7.52,4290256
7.29,4302536
8.20,4314824
8.12,4327128
8.29,4339436
6.06,4351688
6.36,4364016
8.45,4376316
8.00,4388576
7.89,4400880
6.93,4413196
7.95,4425472
8.45,4437772
7.59,4450072
7.27,4462352
8.08,4474640
8.11,4486944
8.35,4499220
6.41,4511532
6.50,4523820
8.46,4536080
8.01,4548384
8.02,4560676
7.40,4572952
7.69,4585288
8.48,4597572
7.63,4609848
6.89,4622168
7.97,4634444
8.11,4646716
8.42,4659032
6.46,4671308
6.51,4683612
8.48,4695900
7.91,4708192
8.11,4720488
7.57,4732792
7.47,4745072
8.55,4757360
7.62,4769640
7.09,4781936
8.03,4794200
8.08,4806496
8.25,4818832
6.34,4831100
6.10,4843372
8.44,4855708
7.88,4867988
8.06,4880280
6.97,4892588
7.71,4904876
8.51,4917164
7.68,4929456
7.15,4941716
8.15,4954008
8.03,4966312
8.39,4978592
6.54,4990880
6.82,5003204
8.38,5015464
7.99,5027776
8.06,5040068
7.32,5052344
7.57,5064684
8.55,5076944
7.55,5089232
7.29,5101540
8.10,5113792
8.06,5126076
8.38,5138388
6.83,5150708
6.89,5162972
8.40,5175264
8.02,5187572
8.02,5199832
7.32,5212132
7.71,5224472
8.43,5236724
7.84,5249008
7.09,5261324
8.10,5273592
8.07,5285912
8.45,5298176
6.39,5310472
6.73,5322796
8.37,5335076
7.90,5347336
8.17,5359680
7.09,5371944
7.71,5384232
8.54,5396552
7.58,5408820
7.33,5421104
8.03,5433380
8.05,5445692
8.33,5457992
6.43,5470276
5.56,5482608
8.39,5494856
7.99,5507136
8.05,5519448
7.03,5531720
7.82,5544056
8.42,5556316
7.84,5568592
7.33,5580892
8.09,5593192
7.99,5605468
8.46,5617764
6.25,5630104
5.80,5642360
8.38,5654684
7.98,5666952
8.20,5679240
7.36,5691552
7.62,5703840
8.49,5716104
7.76,5728436
7.31,5740724
8.00,5752960
8.07,5765284
8.36,5777592
6.81,5789860
5.93,5802168
8.45,5814464
8.01,5826720
8.11,5839060
7.22,5851340
7.54,5863616
8.52,5875912
7.61,5888244
7.48,5900480
8.07,5912792
8.01,5925072
8.54,5937356
6.00,5949664
6.50,5961956
8.35,5974248
8.09,5986532
8.05,5998812
7.00,6011104
7.60,6023416
8.44,6035740
7.84,6047972
7.50,6060276
8.10,6072584
8.02,6084840
8.43,6097196
5.88,6109456
5.12,6121732
8.35,6134080
8.07,6146316
8.15,6158612
7.20,6170932
7.50,6183232
8.53,6195484
7.62,6207824
7.58,6220092
8.02,6232344
8.09,6244668
8.36,6256972
6.95,6269244
6.52,6281560
8.25,6293848
8.15,6306112
8.23,6318428
7.10,6330728
7.55,6342992
8.59,6355320
7.62,6367612
7.65,6379864
7.78,6392188
8.61,6404472
8.46,6416724
6.35,6429036
7.54,6441372
7.88,6453636
8.34,6465920
7.50,6478232
5.61,6490520
8.02,6502764
8.15,6515100
8.27,6527392
6.10,6539652
7.82,6551984
7.88,6564244
8.69,6576552
7.48,6588824
7.87,6601120
9.05,6613436
6.84,6625728
8.91,6638000
8.57,6650300
7.47,6662576
9.13,6674880
7.88,6687176
9.00,6699452
9.07,6711744
7.84,6724048
9.25,6736328
8.60,6748612
8.70,6760924
9.24,6773204
7.91,6785492
9.14,6797804
8.85,6810076
8.36,6822384
9.27,6834676
8.07,6846944
8.93,6859268
9.10,6871568
8.00,6883808
9.24,6896144
8.52,6908420
8.74,6920700
9.29,6933012
7.92,6945300
9.19,6957580
8.96,6969876
8.41,6982188
9.30,6994448
8.27,7006756
8.96,7019064
9.06,7031320
7.99,7043612
9.24,7055936
8.42,7068212
8.62,7080516
9.24,7092820
7.99,7105072
9.16,7117380
8.81,7129692
8.31,7141964
9.29,7154244
8.10,7166576
8.88,7178828
9.02,7191136
7.88,7203432
9.17,7215720
8.25,7228012
8.42,7240320
9.08,7252580
7.38,7264868
9.00,7277192
8.59,7289452
8.02,7301736
9.17,7314072
7.61,7326348
8.80,7338628
8.94,7350952
7.64,7363220
9.17,7375508
8.30,7387828
8.53,7400088
9.15,7412384
7.83,7424676
9.12,7436984
8.70,7449248
8.10,7461552
9.24,7473824
7.93,7486128
8.87,7498420
8.99,7510732
7.68,7523000
9.21,7535296
8.44,7547604
8.59,7559868
9.16,7572180
7.89,7584468
9.21,7596752
8.89,7609056
8.38,7621352
9.31,7633628
8.22,7645964
9.00,7658224
9.08,7670500
8.02,7682820
9.27,7695100
8.53,7707376
8.65,7719696
9.22,7731964
7.83,7744248
9.15,7756580
8.85,7768836
8.37,7781140
9.30,7793420
8.15,7805716
8.96,7818008
9.03,7830332
7.80,7842576
9.19,7854868
8.39,7867204
8.58,7879472
9.16,7891760
7.72,7904052
9.13,7916360
8.79,7928624
8.28,7940972
9.22,7953228
7.91,7965504
8.90,7977792
8.95,7990108
7.69,8002380
9.18,8014676
8.21,8026996
8.39,8039260
9.07,8051552
7.30,8063844
9.05,8076132
8.67,8088456
8.22,8100724
9.23,8113032
7.86,8125340
8.83,8137584
8.90,8149884
7.72,8162196
9.19,8174456
8.27,8186772
8.54,8199048
9.14,8211352
7.78,8223632
9.14,8235940
8.78,8248208
8.36,8260524
9.28,8272812
7.92,8285092
8.83,8297400
9.00,8309700
8.06,8321948
9.26,8334268
8.42,8346556
8.73,8358844
9.23,8371128
7.95,8383448
9.20,8395712
8.82,8407992
8.45,8420328
9.29,8432592
8.09,8444868
8.98,8457208
9.02,8469480
8.05,8481748
9.27,8494088
8.43,8506348
8.70,8518620
9.23,8530928
8.01,8543208
9.18,8555508
8.81,8567832
